-4.027894404966799016e+02 2.841537931441799874e-04 -0.000000000000000000e+00
-3.995279875371926437e+02 3.140792027756279261e-04 -1.895430065030193935e-04
-3.962665345777053290e+02 1.709710733270592548e-04 -3.245630740176217734e-04
-3.930050816182180711e+02 -2.522343216945678189e-05 -4.333185827680602364e-04
-3.897436286587308132e+02 -2.783560113206278146e-04 -4.058916917557532319e-04
-3.864821756992434985e+02 -5.173530921965520607e-04 -2.352005327960815842e-04
-3.832207227397562406e+02 -6.517929969986160400e-04 7.613960362885131416e-05
-3.799592697802689258e+02 -5.942532626081897416e-04 4.605070107903629886e-04
-3.766978168207816111e+02 -3.071083283189918406e-04 7.952200186747694329e-04
-3.734363638612943532e+02 1.708314377670488798e-04 9.694004114756132754e-04
-3.701749109018070385e+02 7.394286923255958145e-04 8.474814452901357912e-04
-3.669134579423197806e+02 1.220086809291350081e-03 3.913696466815410257e-04
-3.636520049828324659e+02 1.436752413172881233e-03 -3.403141394558610111e-04
-3.603905520233452080e+02 1.206042983825696526e-03 -1.182536686994581539e-03
-3.571290990638579501e+02 4.810196324217689352e-04 -1.866230293533478529e-03
-3.538676461043706354e+02 -6.344108175422358059e-04 -2.120366601050150453e-03
-3.506061931448833207e+02 -1.877900340922628725e-03 -1.704712909211109116e-03
-3.473447401853960628e+02 -2.843387300871858848e-03 -5.589812033422960789e-04
-3.440832872259087480e+02 -3.117969935753254779e-03 1.134141688076424365e-03
-3.408218342664214902e+02 -2.389611935602066993e-03 2.961373658780375086e-03
-3.375603813069342323e+02 -5.900432032438067149e-04 4.312728652033553066e-03
-3.342989283474468607e+02 1.973064147037326826e-03 4.577014735061266971e-03
-3.310374753879596597e+02 4.641890885892382100e-03 3.319539856746261865e-03
-3.277760224284723449e+02 6.515754782396251422e-03 5.081207152039231376e-04
-3.245145694689850302e+02 6.688767046499924547e-03 -3.356990524234456860e-03
-3.212531165094977723e+02 4.570884214110529538e-03 -7.247735005222633899e-03
-3.179916635500104576e+02 1.930740945990038707e-04 -9.808609950333155303e-03
-3.147302105905231997e+02 -5.613461673991121739e-03 -9.729544369349325122e-03
-3.114687576310358850e+02 -1.125990818324287303e-02 -6.217527607393949843e-03
-3.082073046715486271e+02 -1.471766892358191553e-02 5.663604006359212670e-04
-3.049458517120613692e+02 -1.409235210524885373e-02 9.261953897950349346e-03
-3.016843987525740545e+02 -8.335431138178686292e-03 1.741664948100548824e-02
-2.984229457930867397e+02 2.132590175371229003e-03 2.200619163991160768e-02
-2.951614928335994819e+02 1.510974829046912021e-02 2.031146717999253101e-02
-2.919000398741121671e+02 2.682889698519620031e-02 1.097264622367502378e-02
-2.886385869146249092e+02 3.279306201505285956e-02 -5.115669782351549635e-03
-2.853771339551375945e+02 2.912178038285095569e-02 -2.441621997369599825e-02
-2.821156809956502798e+02 1.410385928543143354e-02 -4.116479424468215409e-02
-2.788542280361630787e+02 -1.052735518045910638e-02 -4.869910717221218738e-02
-2.755927750766757072e+02 -3.913149788219612291e-02 -4.151300951934674272e-02
-2.723313221171884493e+02 -6.292191958807795416e-02 -1.754566683820334844e-02
-2.690698691577011914e+02 -7.206471677967979383e-02 2.002519570010513963e-02
-2.658084161982138767e+02 -5.880003069704239221e-02 6.226611872801068870e-02
-2.625469632387265619e+02 -2.080571913606872256e-02 9.582845703645552493e-02
-2.592855102792393041e+02 3.629736312801563891e-02 1.062527077731040548e-01
-2.560240573197520462e+02 9.844447912943592172e-02 8.268868856876555873e-02
-2.527626043602647314e+02 1.454282966290208479e-01 2.282076844518451941e-02
-2.495011514007774451e+02 1.560691560894551799e-01 -6.366612602041848978e-02
-2.462396984412901588e+02 1.153334010717438490e-01 -1.547471739858485296e-01
-2.429782454818028725e+02 2.151371950739352709e-02 -2.199368888244428166e-01
-2.397167925223155862e+02 -1.090280957900812836e-01 -2.283389707465396379e-01
-2.364553395628282999e+02 -2.419730636426612180e-01 -1.593448049618317597e-01
-2.331938866033410136e+02 -3.314850799540268733e-01 -1.305505598513261555e-02
-2.299324336438537273e+02 -3.326887984251968855e-01 1.833142904957676955e-01
-2.266709806843664410e+02 -2.176932024505287555e-01 3.765334775984972016e-01
-2.234095277248791547e+02 9.352564219502102968e-03 4.979188264377067963e-01
-2.201480747653918684e+02 3.037464103962301820e-01 4.825922700681538613e-01
-2.168866218059045821e+02 5.832824378825118838e-01 2.933984276604175712e-01
-2.136251688464172958e+02 7.453898824566855819e-01 -5.745279699388389227e-02
-2.103637158869300094e+02 6.967389260269155615e-01 -4.973089427722809375e-01
-2.071022629274427231e+02 3.888180043571110578e-01 -8.997309270157788363e-01
-2.038408099679554368e+02 -1.511266690557334647e-01 -1.112066154526246242e+00
-2.005793570084681505e+02 -8.060727227706996345e-01 -1.000783987970136568e+00
-1.973179040489808642e+02 -1.382300267611349387e+00 -5.042126009499265926e-01
-1.940564510894935779e+02 -1.653413513233297660e+00 3.234985528201564930e-01
-1.907949981300062632e+02 -1.429505323608631473e+00 1.295325209651400078e+00
-1.875335451705190053e+02 -6.350507719234242954e-01 2.115569087792014358e+00
-1.842720922110317190e+02 6.290490803329212843e-01 2.449665971012082721e+00
-1.810106392515444327e+02 2.065943424336960987e+00 2.029326976560800411e+00
-1.777491862920571180e+02 3.225895456387740001e+00 7.671625230482692626e-01
-1.744877333325698601e+02 3.616312793847789919e+00 -1.156425513340053612e+00
-1.712262803730825738e+02 2.861020764729034216e+00 -3.273156661565864045e+00
-1.679648274135952875e+02 8.682870933885078468e-01 -4.901408861463454336e+00
-1.647033744541079727e+02 -2.048555659184211120e+00 -5.318696036170543984e+00
-1.614419214946207148e+02 -5.154900993608000803e+00 -4.002115974627232120e+00
-1.581804685351334285e+02 -7.421231786038229750e+00 -8.736588873834121305e-01
-1.549190155756461422e+02 -7.792127791801644499e+00 3.534067529548769571e+00
-1.516575626161588275e+02 -5.548029081503329962e+00 8.074522496182966691e+00
-1.483961096566715412e+02 -6.618467354536718972e-01 1.119800852260111235e+01
-1.451346566971842549e+02 5.976138906652648686e+00 1.136928158803271849e+01
-1.418732037376969686e+02 1.258486996645104306e+01 7.610004614505331944e+00
-1.386117507782097107e+02 1.683950850102768726e+01 1.480308076920881268e-02
-1.353502978187224244e+02 1.651692417709954341e+01 -9.948117518483554633e+00
-1.320888448592351381e+02 1.030634768180134131e+01 -1.952415234183066772e+01
-1.288273918997478518e+02 -1.447486443442079329e+00 -2.523737290288086044e+01
